Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
22,55,66,41,60,56,7,91,74,2,23,0,1,3,1,8,8
18,82,99,72,60,69,5,81,55,0,8,1,0,0,0,10,4
21,64,57,99,54,71,7,63,56,2,18,0,1,0,0,5,6
21,51,54,60,94,81,2,82,62,4,5,1,0,1,2,3,8
19,70,78,97,98,70,8,84,50,3,20,1,0,2,2,9,4
19,71,62,45,97,54,4,64,63,1,14,1,1,1,1,8,7
20,73,77,83,92,97,6,62,80,0,20,0,1,0,1,3,5
20,85,58,46,92,70,0,69,80,4,7,0,0,2,2,8,5
18,65,77,56,83,67,2,82,98,2,11,0,1,3,1,3,8
21,65,56,74,91,72,7,64,55,1,7,1,1,3,0,6,5
24,53,43,75,60,60,2,77,93,2,21,1,1,2,1,1,6
18,84,94,86,69,55,0,94,69,4,7,1,0,3,1,4,6
18,78,92,76,82,57,5,64,69,1,20,0,1,0,2,8,4
24,67,98,75,93,58,5,98,67,2,8,0,0,0,0,6,8
24,85,82,94,83,59,6,73,56,4,28,1,1,0,1,5,5
24,76,80,67,91,71,6,55,73,4,15,1,1,0,1,6,5
19,73,73,53,73,81,5,52,89,1,8,0,1,3,0,7,5
18,75,47,49,85,81,4,66,93,4,6,0,0,0,0,1,6
18,81,51,64,99,50,9,62,98,2,13,0,0,3,0,3,4
22,83,57,82,57,96,5,92,89,1,27,0,1,3,1,1,7
24,64,93,42,96,91,6,86,81,0,8,1,0,1,2,9,6
24,57,50,47,76,98,2,94,74,4,24,0,1,0,1,4,5
20,57,95,46,82,68,8,79,93,2,15,0,0,3,1,2,7
20,81,71,75,93,83,0,71,86,1,25,1,1,1,0,5,6
21,93,82,54,70,58,5,63,58,0,26,1,0,0,0,2,8
20,70,46,49,70,90,3,79,84,0,29,1,1,0,1,7,8
23,58,56,75,76,58,6,80,71,3,6,1,0,0,0,4,8
21,87,97,85,50,66,3,69,79,3,24,0,1,0,1,5,4
24,91,55,59,74,74,7,96,94,1,6,1,1,2,0,9,6
22,94,57,74,64,79,0,82,82,4,12,0,1,0,2,2,6
20,80,51,45,96,77,4,91,96,2,21,0,0,0,1,5,5
22,93,47,96,54,55,8,81,93,4,16,0,1,0,1,4,8
20,50,54,60,72,71,2,65,56,2,19,1,0,0,0,3,4
20,55,78,99,97,96,0,86,50,2,29,1,1,3,1,1,6
22,54,67,98,95,93,4,61,69,3,25,0,0,0,1,6,4
18,85,73,86,85,79,9,79,93,3,14,0,1,0,1,7,7
18,53,47,41,79,78,0,70,61,4,20,1,0,0,0,1,7
18,74,88,72,64,55,0,57,84,1,6,1,1,0,0,6,8
23,73,87,45,68,60,5,70,73,2,16,0,1,0,1,1,6
18,65,41,93,54,62,2,65,87,3,20,1,1,0,2,6,7
20,93,63,87,89,74,4,55,58,1,22,1,0,1,2,4,6
24,58,44,98,66,86,8,91,61,3,27,0,1,2,1,6,8
19,67,87,76,83,73,1,74,62,2,12,1,0,0,2,1,4
22,88,84,71,67,56,7,67,77,0,27,0,0,3,1,1,6
24,51,94,71,73,71,5,75,64,3,21,1,0,1,0,3,4
19,83,54,63,77,58,9,87,90,1,6,0,1,3,2,6,8
24,90,67,68,90,87,9,50,67,4,14,0,0,0,2,3,4
23,96,51,78,60,58,4,77,83,4,16,1,0,2,1,7,4
19,93,62,95,69,74,5,73,97,2,13,1,0,0,1,4,8
21,65,71,75,56,84,7,94,80,0,7,1,0,0,0,9,6
18,79,43,91,53,61,3,77,62,3,18,0,1,0,2,7,8
23,53,82,91,80,53,2,56,91,3,8,1,1,3,2,4,6
24,62,72,71,59,78,9,69,50,0,27,0,0,0,2,9,7
20,54,89,60,52,52,4,81,62,2,26,0,0,0,2,5,7
18,65,56,78,94,79,0,52,69,2,16,1,0,2,1,4,5
18,93,94,66,76,87,8,94,59,1,6,0,0,1,0,2,4
19,67,99,44,56,66,6,53,80,1,18,0,0,0,2,9,7
21,78,95,62,52,74,1,51,77,1,19,0,0,0,0,10,6
18,71,86,99,55,96,0,50,70,2,27,1,0,0,1,8,8
24,72,88,42,73,73,2,84,64,3,6,1,0,3,1,6,4
24,98,74,81,83,99,9,72,71,4,22,1,1,1,1,1,6
22,64,51,90,82,57,9,55,64,2,19,1,0,2,0,8,4
22,81,80,78,57,85,3,92,61,0,9,1,0,0,0,4,7
18,71,82,74,81,82,8,60,67,4,8,1,0,1,2,1,7
19,53,99,82,70,93,4,66,80,2,22,1,1,0,0,3,5
19,74,72,65,73,54,6,58,82,2,13,1,1,1,0,6,6
20,90,56,45,90,64,3,96,64,1,30,0,0,1,2,2,6
23,54,81,97,66,56,5,87,97,3,27,0,0,3,1,8,7
23,53,98,65,57,96,2,86,63,3,19,1,1,3,1,5,7
23,57,50,79,93,71,0,52,85,4,21,0,0,1,0,5,4
21,88,59,71,60,95,1,76,54,2,9,0,0,0,2,1,8
19,86,72,43,64,64,2,78,83,1,27,1,1,0,0,9,8
20,78,50,97,85,56,9,69,73,0,16,1,1,3,0,2,6
22,73,41,87,84,64,9,66,78,2,18,1,1,1,1,9,7
24,94,60,48,90,79,8,92,59,1,26,1,0,0,2,10,4
23,88,91,98,59,92,2,51,71,0,5,1,0,1,0,10,5
22,90,42,84,67,69,4,81,88,0,17,1,1,2,0,1,7
22,90,65,68,56,95,4,69,88,4,20,1,0,1,0,10,4
18,82,85,76,77,62,3,83,61,3,9,0,0,2,1,8,4
21,72,97,46,64,84,0,59,67,3,6,1,0,3,1,3,7
20,93,99,73,84,86,5,61,50,4,18,0,1,3,0,3,4
21,96,65,44,50,63,0,79,54,2,18,0,1,1,2,7,4
18,51,97,72,52,51,8,99,56,1,13,1,1,3,1,7,4
20,52,42,73,71,68,6,98,64,3,27,1,1,1,0,7,6
20,97,84,92,97,52,3,62,87,4,12,0,0,1,1,7,7
19,63,78,83,94,95,6,55,75,3,17,1,1,2,1,3,4
21,93,54,54,99,97,2,79,89,3,9,0,1,0,0,8,6
21,69,70,93,70,86,2,71,87,3,5,0,0,1,1,1,4
19,55,47,74,52,86,3,88,79,2,15,0,0,0,1,3,5
22,54,92,76,65,62,7,76,74,4,18,0,1,0,0,8,4
18,57,61,50,83,53,2,75,96,3,24,0,1,3,1,2,4
21,62,77,91,56,90,5,82,78,3,16,1,1,0,0,7,5
19,74,49,95,65,77,2,56,74,4,12,0,0,0,0,4,8
24,85,52,86,52,84,2,83,93,0,20,0,1,1,0,6,8
20,99,99,96,73,88,2,74,53,2,14,1,1,0,1,9,7
23,72,85,58,60,70,6,91,82,2,10,0,1,1,2,8,4
24,75,97,91,54,57,5,56,55,1,27,1,0,3,2,4,7
19,76,57,69,70,89,7,65,90,1,18,1,1,3,1,7,7
23,76,49,49,67,72,2,97,89,0,10,0,0,0,1,3,4
22,75,70,80,76,91,0,77,75,1,21,1,0,1,0,9,5
18,50,69,81,87,71,6,96,83,3,25,0,0,2,2,2,6
23,50,50,57,55,60,1,84,88,3,24,0,0,2,2,6,5
22,54,83,41,89,58,2,96,74,1,20,0,1,0,1,5,6
23,55,61,51,51,87,3,65,95,2,18,0,0,0,0,4,4
20,85,51,63,72,78,7,54,71,0,24,0,1,0,1,2,6
20,60,59,50,79,70,6,90,94,3,22,1,0,0,1,9,7
20,94,73,51,97,74,1,90,79,0,19,1,0,1,2,5,6
20,96,83,63,78,77,5,80,71,1,21,0,0,0,1,1,5
19,98,68,97,57,61,7,78,50,4,9,0,0,1,2,5,8
20,96,71,85,75,68,3,95,64,0,5,0,1,0,1,7,6
24,63,48,59,69,64,2,58,93,0,28,0,1,1,2,3,6
20,75,94,97,73,69,6,80,71,1,28,1,0,1,2,7,5
24,58,95,78,59,75,6,52,71,1,24,0,0,0,2,6,5
19,90,81,67,75,58,0,57,74,3,14,0,1,2,2,7,7
20,94,41,68,57,69,6,71,64,4,8,1,0,1,0,9,4
22,92,72,64,87,69,4,91,74,4,13,1,1,1,2,2,7
22,71,77,53,79,64,7,86,68,0,23,1,1,3,0,2,6
21,87,99,63,53,99,1,98,95,4,13,1,0,3,0,1,8
22,54,99,71,94,53,2,52,78,1,24,1,0,0,1,2,8
18,52,91,71,80,82,5,69,91,1,21,0,1,0,2,3,5
18,87,43,85,65,58,4,57,84,1,20,0,0,0,1,7,4
18,71,97,61,52,91,3,51,60,0,28,0,1,0,1,3,6
19,99,76,83,81,95,7,63,93,2,27,0,0,3,2,8,5
22,54,88,74,68,70,5,62,54,1,22,1,0,3,2,3,6
24,92,64,97,95,91,7,71,72,4,10,1,1,0,1,2,5
18,74,59,63,51,62,1,57,61,4,28,1,1,3,1,10,6
21,91,67,94,51,57,7,74,76,1,10,1,1,1,2,10,6
19,90,48,89,97,65,4,96,65,2,14,1,0,1,0,4,7
21,95,61,78,98,67,0,87,86,0,25,0,1,3,0,4,4
22,64,91,79,51,69,2,92,96,1,10,0,0,0,1,5,5
20,97,42,45,85,68,0,90,85,0,21,0,1,0,0,5,4
21,57,49,97,61,70,4,69,67,2,16,1,0,1,1,3,7
20,54,47,46,85,85,3,85,80,1,20,0,1,0,2,1,8
19,71,64,73,93,62,9,87,94,1,29,0,1,3,1,8,7
21,91,99,59,55,50,8,60,63,1,25,0,1,0,0,10,8
21,73,50,65,61,74,8,93,55,3,12,1,0,0,0,2,4
23,91,48,76,51,72,5,72,56,1,6,1,1,0,0,5,6
19,86,94,94,52,53,8,50,74,1,29,1,0,0,2,2,8
19,60,92,67,51,56,2,82,86,2,19,0,0,0,2,6,5
18,97,41,99,90,75,5,83,82,2,9,0,1,3,2,7,8
22,53,85,75,64,61,3,77,72,3,20,1,1,3,0,7,6
21,94,79,49,74,93,1,60,86,1,6,0,1,0,2,1,8
21,65,86,51,89,58,0,74,81,4,9,0,0,3,2,9,5
24,75,69,82,74,51,5,70,81,0,20,0,0,0,2,1,6
19,71,99,43,71,72,0,98,60,1,15,0,1,2,1,8,4
19,58,42,68,50,99,7,91,65,3,13,1,0,3,0,1,4
22,67,54,48,78,81,9,88,67,4,21,0,1,0,0,3,8
19,59,63,65,56,67,1,59,90,2,26,1,0,2,0,10,6
20,60,66,85,88,50,4,66,88,0,22,1,1,2,2,4,7
20,59,95,67,62,74,7,68,62,3,16,0,0,0,2,9,7
23,74,73,49,83,60,2,74,52,2,21,1,0,0,2,8,6
20,89,42,55,82,82,9,51,88,1,22,1,1,0,1,5,8
20,78,64,62,80,79,8,79,70,3,24,0,0,0,1,4,8
22,94,64,44,63,63,1,67,60,1,12,1,0,2,1,10,7
21,81,97,75,63,53,0,78,55,3,7,0,1,0,2,9,9
20,84,75,76,93,87,9,50,50,3,22,0,0,0,2,1,4
23,83,78,43,50,79,9,66,71,1,8,0,0,0,0,6,4
19,72,82,64,59,92,4,88,66,3,16,0,0,0,1,8,4
20,84,86,64,80,62,0,75,84,2,10,0,1,0,2,7,8
23,53,78,60,90,82,6,89,98,2,13,1,0,0,1,8,7
22,92,54,73,67,55,2,84,60,0,16,1,1,3,1,3,8
24,88,92,60,82,64,9,92,62,0,27,1,0,3,2,5,4
24,62,83,64,77,82,7,50,66,3,22,1,1,3,1,1,4
24,88,84,87,53,91,6,63,73,2,9,0,1,0,1,8,6
19,50,99,49,81,66,2,77,84,1,27,1,0,0,2,2,4
23,60,88,77,90,89,7,97,67,3,17,1,0,3,2,10,8
20,53,89,70,99,83,2,83,55,1,10,0,0,0,1,3,6
21,89,97,58,51,67,0,72,86,4,18,0,0,2,0,10,7
19,87,49,83,83,93,5,56,89,0,9,1,1,3,0,2,6
19,90,69,73,70,75,4,74,62,3,14,0,1,0,0,1,6
24,50,74,68,50,82,7,72,56,3,25,0,1,1,2,2,7
21,75,59,80,80,74,8,88,76,1,21,1,1,3,0,10,5
24,85,90,88,56,72,3,70,60,0,16,1,1,2,2,2,8
19,57,85,98,68,92,4,65,68,1,10,1,0,0,1,6,6
20,82,83,77,63,64,4,54,88,1,12,0,0,3,2,4,6
24,54,99,92,68,51,3,52,60,0,29,1,0,3,0,10,7
24,59,55,40,74,93,7,71,90,4,13,1,0,1,0,4,7
24,73,84,71,67,91,5,67,83,2,20,1,1,0,0,1,9
19,82,73,52,77,68,9,77,60,2,17,1,0,0,0,10,8
20,57,58,45,61,59,6,85,76,4,5,1,0,0,0,2,5
21,59,49,71,81,83,2,52,80,0,28,1,0,0,1,3,4
18,60,93,84,92,53,1,74,60,3,7,1,1,1,1,9,4
21,61,75,64,61,71,3,93,57,0,21,1,1,0,1,5,5
20,61,89,80,75,54,3,72,76,1,25,0,0,1,1,4,6
22,69,72,69,82,79,4,76,84,0,23,0,1,0,2,10,7
24,82,53,66,78,51,1,74,73,2,25,0,0,0,0,3,8
21,71,60,57,68,81,9,69,53,3,23,0,1,1,0,10,8
22,88,62,62,82,83,1,55,96,4,16,0,0,1,1,1,6
22,85,98,60,51,74,6,56,84,0,27,1,1,0,1,1,6
20,56,40,78,68,58,0,58,81,3,27,1,1,1,1,10,7
20,52,99,46,76,55,4,89,82,3,15,1,0,0,2,8,6
24,93,98,45,51,65,3,63,69,2,17,0,1,3,2,10,4
18,53,99,79,75,73,3,97,99,1,17,0,1,1,1,9,4
23,57,68,72,82,82,4,90,56,3,12,1,0,0,0,3,8
19,51,97,65,87,50,6,84,86,3,7,0,0,2,2,9,7
21,81,63,49,55,85,5,86,71,0,11,1,1,0,1,8,7
20,79,41,64,99,85,6,52,94,4,26,1,0,0,1,1,8
21,99,53,87,80,72,8,78,85,0,18,0,1,0,1,6,4
23,94,96,93,68,67,8,97,78,2,26,1,1,0,0,9,6
23,70,40,82,62,92,7,51,96,3,23,0,0,0,2,4,5
24,68,72,43,78,89,0,64,95,1,13,1,0,0,0,9,7
22,64,44,80,94,99,9,52,52,3,9,1,1,0,2,2,5
24,57,57,54,76,68,9,78,59,1,19,0,0,1,0,10,7
19,56,45,58,83,95,7,55,83,1,28,0,0,1,2,9,5
18,56,91,51,67,54,5,73,96,1,26,0,0,1,0,1,6
21,55,75,86,69,70,2,86,71,4,24,0,0,3,1,4,8
19,62,94,78,64,73,7,58,51,0,24,1,0,0,0,5,5
18,65,81,76,85,72,8,87,82,2,18,1,0,2,1,2,5
21,98,98,80,67,81,6,53,59,4,9,1,1,0,0,6,8
19,78,70,54,59,58,6,57,77,4,12,0,1,1,1,8,7
20,99,78,66,68,93,1,64,69,1,19,1,0,0,1,2,6
21,68,74,78,92,77,3,89,77,4,12,0,0,3,0,9,6
19,72,69,78,86,95,7,92,96,2,24,1,1,1,0,2,5
23,66,90,87,66,50,0,61,74,2,14,0,1,3,0,1,6
18,59,78,57,95,81,6,54,51,3,7,1,0,3,0,6,4
19,57,88,86,53,70,7,92,79,4,24,1,0,3,0,5,8
20,97,87,66,52,75,3,82,66,3,22,1,0,1,1,10,6
24,99,51,80,56,87,0,57,88,2,11,0,0,3,1,3,5
21,52,79,67,55,61,8,77,73,4,29,0,0,3,2,3,6
21,57,51,96,54,60,1,93,87,1,15,1,1,2,2,8,4
21,71,75,50,83,85,3,53,95,1,22,1,1,0,2,4,4
20,59,80,80,80,76,7,54,68,4,27,1,1,2,0,1,6
18,68,99,74,82,61,8,63,99,3,8,0,0,0,0,4,4
21,56,41,50,84,74,8,82,57,3,27,1,0,1,0,6,7
18,72,45,43,87,72,5,58,82,1,22,1,1,2,0,2,8
19,63,44,87,60,84,4,90,51,3,9,0,1,0,1,7,8
23,67,63,49,81,50,8,87,60,1,21,1,1,1,1,1,7
23,54,89,51,79,79,5,78,81,0,26,0,0,1,1,10,8
18,71,90,98,97,80,5,55,52,1,25,0,1,0,2,9,4
18,99,84,83,61,87,4,99,55,0,24,1,1,0,2,2,6
23,66,93,55,52,94,3,74,64,4,9,1,1,3,1,9,4
21,93,59,75,82,72,4,72,78,0,9,0,0,0,1,1,5
22,92,45,72,87,67,3,99,50,2,18,1,1,1,1,4,7
22,97,43,90,64,55,3,93,74,3,19,0,0,1,1,5,5
20,89,91,83,78,66,9,72,81,0,28,0,1,2,1,8,4
24,82,83,89,52,53,3,70,70,2,16,1,1,0,2,5,5
23,92,81,52,98,90,2,54,53,2,12,1,1,2,0,1,4
23,53,60,78,55,90,3,96,80,3,9,1,1,0,0,1,4
20,73,62,42,53,70,5,92,80,1,6,0,0,0,1,2,4
22,99,97,44,52,62,9,65,75,2,6,1,1,2,0,9,5
19,88,43,82,71,55,7,87,84,0,19,0,0,2,1,1,8
21,98,86,41,54,92,8,88,60,3,9,0,0,2,1,3,5
21,88,58,74,87,93,8,61,83,0,26,0,1,0,0,8,5
19,93,42,90,94,63,9,80,58,1,19,0,0,0,0,1,4
19,85,84,62,63,81,2,62,69,3,26,1,0,2,0,4,4
22,88,59,42,81,62,4,89,53,2,15,0,0,0,1,8,4
20,76,83,82,52,61,3,57,90,0,19,0,1,2,2,6,7
19,96,82,95,69,51,3,83,76,0,18,0,0,0,1,6,8
20,91,72,83,64,78,6,66,98,2,29,1,0,0,0,1,7
24,92,86,74,61,57,4,51,97,2,24,0,0,3,1,7,8
18,83,74,53,82,50,6,56,99,1,19,1,1,3,2,1,7
21,65,57,40,56,55,3,82,55,1,20,1,1,0,2,3,5
22,51,84,81,93,65,3,62,80,2,11,0,1,2,1,1,7
21,96,75,53,83,83,3,81,70,3,23,0,0,3,1,8,7
22,79,40,91,85,60,8,70,76,2,29,1,0,0,2,4,5
18,64,94,67,96,94,6,84,65,2,8,0,1,0,0,5,8
21,57,72,71,97,64,9,74,52,4,20,0,0,2,0,1,9
18,91,92,85,77,66,8,65,85,3,17,1,1,0,1,1,6
22,91,92,86,74,60,4,57,98,3,26,1,1,0,0,10,5
19,90,66,78,66,62,2,67,76,1,5,1,1,0,0,1,5
24,82,70,96,85,53,6,81,66,1,8,1,1,2,1,3,6
21,68,64,98,76,64,7,87,96,1,5,0,0,2,0,6,4
18,65,66,96,96,92,4,58,68,0,9,1,1,1,2,5,5
23,50,93,89,61,84,2,83,95,3,22,1,0,2,1,10,4
21,91,87,82,65,93,5,58,92,4,8,0,0,0,2,7,7
21,54,47,79,65,55,2,61,76,1,20,1,1,3,0,1,7
21,81,76,46,90,72,9,76,83,1,26,0,0,2,2,8,7
20,75,99,56,54,61,6,64,85,1,5,1,0,2,2,5,4
18,76,75,40,72,86,2,83,82,1,5,1,0,3,2,6,8
18,96,87,48,71,98,2,97,58,1,29,0,0,3,2,2,6
21,51,86,66,53,90,7,57,84,0,21,0,0,0,2,9,6
19,88,61,48,70,51,7,78,50,4,8,1,1,0,1,3,6
21,52,62,94,75,65,5,96,85,3,12,1,0,3,1,5,6
20,51,83,88,53,51,6,58,77,4,29,1,1,3,2,10,8
22,71,70,44,75,52,6,68,62,2,10,1,0,3,2,8,7
20,53,74,54,97,53,3,56,90,3,23,1,0,0,0,1,6
19,89,82,89,98,63,9,82,70,1,11,0,1,1,1,4,7
21,76,86,88,76,65,4,83,74,2,15,1,0,0,1,5,5
18,51,56,96,75,70,0,83,51,2,27,0,1,1,0,6,5
24,52,48,99,64,70,3,77,70,2,5,1,0,0,0,3,6
23,80,57,98,99,88,1,87,58,2,12,0,1,3,1,4,4
21,90,70,64,63,57,3,51,63,1,17,1,0,0,0,3,5
19,71,60,55,72,57,6,97,62,2,20,0,1,3,1,4,6
18,77,74,85,50,81,0,61,52,4,5,1,1,3,2,7,6
20,89,43,57,67,78,8,56,73,1,15,1,1,3,1,9,6
22,80,70,88,53,57,6,97,76,2,13,0,1,0,0,9,5
22,61,62,72,87,92,2,91,78,2,5,0,1,3,1,5,5
24,80,72,87,78,66,3,88,73,4,13,1,1,0,2,6,4
21,81,65,56,78,68,4,55,93,0,28,0,0,1,2,9,8
20,86,57,70,64,71,2,90,51,0,11,0,0,2,1,4,5
24,81,94,73,90,66,0,80,80,4,19,1,1,0,2,7,5
23,98,51,96,50,77,0,86,93,0,12,0,1,1,2,3,4
23,59,80,56,66,69,3,98,52,3,7,0,0,2,1,9,8
24,97,95,96,82,62,1,59,74,3,12,1,0,3,2,9,6
19,76,72,88,95,95,0,75,79,3,16,0,0,0,1,10,4
22,83,92,83,61,65,8,87,59,0,12,1,1,2,2,5,5
20,54,47,87,77,84,2,71,62,3,20,1,1,2,0,4,8
21,69,69,76,76,67,5,52,89,3,28,0,1,2,1,10,5
18,88,67,54,93,71,1,55,78,0,6,0,0,3,0,10,7
21,85,40,51,52,61,0,80,65,4,22,0,1,1,0,9,7
21,52,66,91,71,87,7,64,88,1,5,0,1,1,0,5,6
20,77,62,83,59,86,1,56,87,3,5,0,1,0,2,1,8
22,54,80,52,51,51,0,66,67,0,8,1,0,3,1,2,4
20,99,96,76,57,53,5,60,74,1,17,0,0,1,1,10,8
18,94,45,66,98,96,0,51,83,1,6,0,0,0,0,7,7
24,51,59,49,60,94,4,57,67,2,23,1,1,1,0,3,8
20,92,66,71,96,75,2,94,81,1,5,0,0,0,2,1,4
19,95,67,56,60,74,3,50,62,3,17,0,0,3,1,9,4
21,67,86,45,96,90,0,88,64,4,21,1,1,0,1,4,5
22,85,66,68,82,56,9,87,65,3,10,0,0,1,2,3,7
23,72,41,75,55,82,5,78,96,2,19,1,1,1,1,5,4
18,82,82,42,79,73,5,60,91,1,11,0,1,0,0,1,8
23,67,93,64,65,87,6,93,78,2,10,0,1,3,0,1,7
21,66,70,55,69,51,7,73,78,3,25,0,1,0,1,1,8
20,71,74,41,72,79,6,58,52,3,13,1,0,2,0,7,6
23,57,49,47,71,77,7,71,82,3,25,1,1,0,1,7,7
19,91,53,48,83,92,4,59,66,4,10,1,0,3,1,9,5
20,67,54,50,88,83,3,68,80,3,13,0,0,3,2,5,8
21,70,65,88,66,94,8,74,92,3,7,1,0,2,2,2,7
23,94,95,66,96,94,8,68,52,1,17,1,1,0,1,9,6
24,74,71,48,96,70,1,82,80,4,14,0,1,0,0,4,8
18,77,51,46,52,56,5,96,78,1,5,0,1,1,2,5,8
23,97,55,57,50,81,6,67,60,2,16,1,0,1,0,1,4
24,94,63,87,71,93,0,67,82,0,6,0,1,0,1,2,8
24,58,77,61,79,53,9,86,77,1,25,0,1,0,0,8,5
23,73,66,49,63,77,5,76,88,4,17,1,1,0,1,2,6
22,98,63,64,62,55,6,71,55,1,22,0,0,1,0,8,4
23,68,73,73,83,51,1,90,72,0,25,0,1,0,1,1,8
21,68,54,41,80,83,2,94,99,1,6,0,0,2,2,9,6
24,59,44,77,58,84,1,79,84,0,13,1,1,0,2,9,8
18,55,41,63,94,80,2,59,84,4,5,0,1,1,0,9,7
21,87,55,40,84,92,4,73,65,1,6,0,0,1,0,6,8
19,88,45,80,68,54,8,75,54,4,5,1,0,2,2,2,8
20,98,60,82,84,55,5,71,97,4,16,0,1,2,2,1,8
23,88,86,77,55,93,2,63,55,2,16,0,0,0,1,6,5
22,62,82,60,73,75,0,73,99,2,6,0,0,2,2,4,4
18,52,76,71,58,63,6,72,56,1,11,1,1,2,1,8,7
22,99,91,63,52,86,4,60,58,1,11,0,0,0,2,8,4
22,67,56,82,66,94,9,95,65,4,12,1,0,2,1,2,8
22,65,93,75,57,84,7,94,75,2,21,0,0,3,1,2,8
23,95,63,44,81,89,8,87,89,1,22,0,1,3,1,4,4
18,79,64,78,83,64,0,70,98,1,13,1,1,3,0,9,5
18,60,64,81,57,64,7,68,67,1,24,1,1,2,1,6,7
24,94,45,62,51,93,1,85,51,2,15,1,1,1,2,7,7
22,99,98,92,89,80,5,80,80,1,18,1,1,1,2,3,6
24,54,48,90,50,61,4,80,85,4,8,1,1,0,2,7,5
24,93,60,50,67,76,5,56,69,1,10,0,1,1,1,3,5
20,69,59,94,74,84,1,80,59,3,23,0,1,1,0,2,7
23,76,44,66,90,60,4,95,65,0,29,0,1,0,1,2,7
23,95,49,83,91,82,0,54,82,4,22,1,1,3,0,9,5
21,98,42,88,86,52,0,66,74,1,6,1,0,0,0,7,5
24,63,57,70,62,65,6,75,87,3,8,0,0,1,2,5,6
23,60,92,63,86,83,9,84,60,2,16,1,1,1,2,3,6
22,54,60,94,62,57,7,54,92,4,23,1,0,0,2,8,8
19,78,47,53,60,61,4,93,57,4,9,1,1,2,1,2,6
22,50,78,55,77,93,0,52,66,1,23,1,0,1,2,3,8
18,70,99,61,83,83,0,92,79,2,18,1,1,1,2,5,5
23,53,53,91,52,74,1,51,86,1,24,0,1,0,1,1,7
23,70,56,96,53,60,9,57,63,3,18,0,0,1,1,6,7
21,52,98,53,89,67,3,90,97,0,20,1,0,2,0,2,7
24,91,50,91,92,78,8,93,85,2,11,1,0,2,0,7,5
19,60,70,55,80,57,7,99,60,0,23,0,1,0,1,7,5
23,66,54,98,71,74,6,55,86,3,26,0,1,0,1,1,7
21,93,95,75,92,70,9,76,84,4,26,0,0,3,0,4,7
21,87,98,40,86,73,2,53,87,3,5,1,1,2,2,1,5
19,60,88,42,78,55,4,57,95,0,20,1,0,2,0,10,5
22,53,58,48,65,55,8,58,85,2,29,0,1,3,2,7,8
22,85,64,51,59,98,5,53,67,1,19,0,0,0,0,5,8
22,69,54,86,70,98,2,94,89,0,9,1,1,1,2,8,4
20,88,93,53,64,71,2,56,84,2,26,0,1,0,0,1,8
24,72,94,98,66,89,7,81,78,0,11,0,1,0,2,10,7
24,67,65,78,75,82,0,81,67,4,6,0,0,0,0,4,6
22,72,79,81,58,55,9,59,96,4,15,1,0,3,1,9,5
19,87,49,53,90,64,0,99,75,1,7,0,0,0,0,10,7
20,95,66,93,57,65,6,67,81,4,7,0,0,0,1,1,8
24,52,77,80,74,79,6,95,70,3,16,1,1,3,0,3,4
22,76,63,91,87,79,5,97,89,1,20,1,0,3,1,2,6
20,51,61,97,74,96,4,97,67,0,27,1,0,3,0,9,8
19,73,40,47,68,89,8,87,90,3,22,1,1,3,0,10,8
22,94,88,45,73,92,6,62,55,2,26,1,1,3,1,5,4
18,68,93,88,92,94,7,56,85,0,15,0,0,2,1,6,8
23,96,98,91,99,90,1,78,73,4,13,0,0,1,1,8,5
19,81,83,75,81,66,0,68,84,0,19,1,0,3,2,9,6
21,96,72,61,89,60,0,91,76,4,22,1,1,1,0,8,7
21,87,56,79,50,78,1,87,56,3,19,0,1,0,2,8,6
19,55,99,58,94,84,6,63,73,3,11,0,0,2,2,1,4
21,61,75,54,97,69,4,50,98,3,14,1,0,3,2,10,7
24,69,80,69,78,92,7,61,87,1,16,1,0,2,2,1,4
19,58,80,52,87,98,1,78,65,4,5,0,0,0,1,8,5
18,74,90,69,75,78,3,53,97,0,27,1,1,1,1,1,6
19,73,40,97,64,72,8,82,88,0,17,1,1,3,2,5,9
22,97,53,90,92,92,9,83,68,0,23,1,0,1,2,4,7
22,71,79,96,79,51,9,58,80,1,9,1,0,1,1,5,5
20,89,93,88,78,56,8,79,71,1,18,0,1,0,1,8,8
21,97,81,61,82,92,6,80,54,4,28,0,1,1,2,10,5
23,93,64,88,92,86,9,73,90,1,10,1,0,0,2,8,5
21,60,61,95,86,70,7,97,59,3,13,1,1,1,1,4,7
24,74,84,96,60,94,9,55,72,0,14,1,1,0,1,8,6
19,67,84,80,73,67,0,70,85,3,14,0,1,0,0,10,7
23,69,76,52,99,81,9,94,96,1,20,0,1,3,0,5,7
23,68,57,42,77,81,5,69,53,0,14,1,0,0,0,4,7
21,91,95,48,96,59,1,71,69,2,21,1,1,1,0,7,6
23,72,73,97,90,64,2,83,80,3,17,1,0,0,2,3,4
23,76,87,67,83,95,8,83,88,2,8,1,1,0,1,5,8
22,99,52,91,67,59,5,51,96,4,28,0,1,1,2,5,4
18,53,60,67,65,58,9,72,50,3,11,0,0,1,0,5,6
19,74,92,79,82,73,1,66,81,0,19,1,1,3,0,2,5
